62,95,3
62,177,2
62,54,5
63,123,4
63,143,4
63,83,4
63,42,4
63,27,5
63,20,4
64,87,4
64,123,5
64,169,5
64,83,5
64,23,5
64,62,5
65,56,1
65,169,2
65,143,2
65,53,1
65,177,5
65,67,3
66,123,3
66,47,4
66,53,4
66,99,3
66,170,2
66,76,3
67,56,1
67,169,3
67,47,3
67,53,2
67,62,4
67,176,2
68,87,3
68,123,1
68,143,1
68,120,4
68,140,3
68,84,5
69,87,5
69,102,1
69,163,5
70,123,3
70,83,3
70,47,3
70,16,5
70,33,3
70,20,4
71,123,3
71,83,3
71,119,3
71,51,5
71,150,4
71,100,4
72,123,2
72,83,2
72,47,5
72,88,5
72,122,3
72,145,3
73,87,5
73,123,5
73,119,4
73,10,5
73,58,5
73,145,3
74,169,3
74,143,2
74,83,2
74,102,2
74,119,1
74,62,2
75,87,2
75,123,2
75,102,2
75,119,2
75,84,2
75,55,1
76,87,2
76,143,1
76,83,2
76,58,3
76,145,3
76,118,1
77,56,3
77,123,3
77,47,4
77,140,2
77,84,5
77,74,5
78,143,5
78,83,4
78,47,5
78,84,5
78,13,5
78,167,5
79,56,1
79,143,1
79,47,1
79,11,2
79,149,5
79,158,3
80,87,4
80,56,3
80,53,4
80,102,2
80,149,4
80,171,2
81,123,5
81,83,5
81,47,5
81,120,4
81,140,5
81,84,5
82,143,1
82,47,2
82,53,5
82,149,3
82,155,5
83,123,2
83,83,2
83,42,5
83,119,2
83,11,5
83,2,5
84,123,1
84,102,2
84,126,1
85,87,4
85,56,4
85,123,2
85,120,1
85,84,1
85,74,4
86,56,1
86,53,3
86,119,1
86,51,5
86,150,5
86,137,2
87,123,4
87,169,4
87,143,4
87,119,4
87,40,5
87,177,4
88,143,5
88,47,5
88,94,5
88,10,5
88,58,5
88,48,5
89,87,3
89,56,3
89,23,3
89,53,2
89,61,1
89,1,2
90,143,1
90,83,2
90,23,2
90,42,1
90,94,2
91,123,2
91,143,2
91,83,5
91,23,5
91,42,5
91,89,5
92,56,2
92,123,3
92,83,3
92,132,3
92,137,3
92,127,5
93,87,4
93,83,5
93,119,1
93,88,5
93,153,1
94,87,1
94,143,1
94,94,2
94,51,1
94,100,1
94,85,2
95,56,3
95,123,3
95,169,5
95,77,3
95,23,4
95,47,4
96,143,2
96,47,2
96,53,1
96,149,2
96,27,4
96,104,2
97,87,3
97,169,3
97,47,1
97,119,1
97,66,1
98,87,3
98,123,2
98,42,3
98,102,5
98,119,2
98,2,2
99,87,1
99,123,1
99,53,1
99,145,3
100,143,4
100,83,4
100,119,3
100,81,4
100,120,4
100,140,2
101,123,4
101,83,1
101,42,3
101,102,2
101,119,2
101,88,5
102,23,4
102,42,2
102,29,1
103,143,2
103,47,4
103,119,2
103,132,5
103,166,2
103,136,4
104,56,1
104,23,5
104,103,5
104,47,1
104,53,2
104,137,4
105,143,4
105,83,5
105,42,4
105,119,3
105,177,5
105,27,5
106,143,3
106,47,3
106,119,4
106,51,5
106,150,4
106,111,5
107,87,2
107,53,2
107,119,2
107,131,2
107,19,3
107,75,1
108,56,4
108,47,4
108,53,3
108,51,5
108,150,3
108,137,4
109,87,5
109,56,5
109,47,5
109,11,5
109,122,5
109,145,5
110,87,3
110,56,2
110,53,2
110,102,5
110,95,4
110,177,2
111,87,5
111,83,5
111,119,5
111,51,5
111,150,5
111,137,5
112,56,1
112,88,5
112,94,1
112,145,5
112,30,2
113,143,1
113,83,1
113,53,2
113,177,2
113,122,4
113,144,2
114,87,4
114,123,3
114,119,2
114,51,1
114,150,3
114,100,4
115,123,5
115,42,4
115,47,5
115,102,5
115,147,5
115,94,4
116,123,3
116,169,4
116,143,4
116,47,3
116,132,5
116,31,1
117,87,1
117,123,1
117,42,1
117,102,1
117,16,1
118,56,3
118,119,4
118,94,4
118,81,3
118,105,4
118,80,5
119,87,3
119,56,3
119,47,3
119,88,5
119,11,4
119,122,5
120,123,2
120,143,1
120,83,1
120,88,5
120,122,5
120,145,5
121,87,3
121,143,2
121,119,1
121,88,5
121,122,5
121,145,5
122,123,4
122,169,4
122,143,4
122,83,4
122,102,2
122,62,5
123,87,2
123,143,1
123,53,2
123,120,4
123,140,1
123,84,1
124,56,2
124,47,4
124,53,5
124,11,2
124,149,5
124,170,5
125,87,4
125,83,4
125,53,4
125,120,3
125,84,5
125,74,5
126,143,1
126,83,5
126,53,5
126,102,1
126,144,2
127,87,1
127,56,1
127,123,2
127,169,3
127,177,2
127,146,1
128,87,3
128,53,3
128,119,3
128,142,3
128,139,4
128,95,3
129,56,1
129,169,2
129,77,2
129,47,1
129,53,1
129,125,1
130,87,2
130,119,2
130,122,4
130,51,5
130,150,5
131,123,5
131,83,5
131,47,5
131,102,5
131,171,3
131,58,5
132,87,4
132,56,3
132,123,5
132,42,4
132,10,5
132,12,4
133,87,4
133,169,4
133,77,3
133,23,5
133,53,3
133,119,1
134,87,5
134,123,5
134,42,5
134,53,5
134,151,5
134,38,4
135,123,4
135,169,3
135,143,1
135,47,1
135,166,1
135,66,1
136,123,4
136,47,4
136,94,4
136,177,5
136,27,5
136,98,5
137,143,1
137,83,1
137,42,4
137,47,1
137,11,5
137,171,4
138,87,2
138,123,2
138,102,2
138,119,2
138,84,1
138,138,1
139,123,3
139,83,3
139,42,4
139,47,4
139,145,5
139,2,5
140,123,1
140,143,1
140,53,2
140,51,5
140,100,2
140,22,2
141,87,2
141,123,2
141,23,1
141,42,1
141,53,2
141,62,5
142,87,3
142,83,3
142,53,3
142,40,3
142,137,5
142,54,1
143,87,3
143,53,3
143,119,4
143,51,5
143,150,4
143,137,5
144,123,5
144,83,5
144,47,5
144,36,5
144,135,5
144,175,5
145,87,4
145,169,5
145,23,5
146,123,1
146,143,1
146,47,2
146,102,3
146,84,5
146,138,3
147,143,1
147,83,1
147,102,1
147,119,1
147,171,5
147,58,5
148,87,3
148,123,3
148,119,2
148,99,4
148,81,4
148,120,5
149,87,3
149,143,2
149,83,2
149,23,3
149,102,1
149,99,3
150,56,3
150,53,2
150,102,4
150,119,2
150,95,5
150,177,1
151,87,4
151,143,2
151,83,2
151,70,2
151,8,5
151,114,4
152,2,1
153,56,5
153,123,5
153,53,5
153,99,3
153,159,5
153,79,4
154,87,4
154,47,3
154,53,3
154,126,5
154,122,1
154,58,5
155,143,5
155,23,5
155,42,3
155,47,5
155,53,4
155,33,5
156,123,5
156,42,5
156,47,5
156,119,5
156,2,2
156,159,5
157,123,1
157,143,1
157,47,2
157,149,2
157,126,1
157,38,4
158,87,5
158,53,5
158,119,5
158,132,5
158,166,5
158,136,4
159,87,5
159,123,5
159,169,1
159,83,5
159,66,5
159,89,4
160,123,3
160,83,3
160,119,3
160,65,4
160,127,4
160,39,1
161,87,3
161,56,3
161,119,3
161,51,1
161,150,3
161,111,5
162,83,5
162,47,5
162,53,5
162,58,5
162,145,5
162,118,5
163,87,3
163,56,3
163,53,3
163,149,4
163,155,2
163,43,2
164,143,4
164,83,4
164,47,5
164,58,4
164,113,5
165,87,4
165,123,4
165,119,4
165,65,4
165,127,5
165,160,3
166,87,4
166,83,3
166,23,4
166,47,3
166,21,5
167,123,5
167,47,5
167,94,5
167,122,5
167,16,5
167,57,5
168,56,3
168,83,5
168,119,1
168,149,5
168,171,2
168,57,5
169,83,1
169,51,5
169,100,4
170,169,4
170,143,3
170,83,3
170,53,2
170,102,2
170,89,2
171,143,3
171,23,4
171,47,3
171,53,3
171,61,1
171,24,2
172,87,5
172,56,1
172,123,5
172,169,5
172,66,5
172,177,1
173,83,4
173,42,5
173,53,4
173,119,3
173,88,5
173,44,5
174,123,5
174,143,5
174,47,5
174,132,5
174,177,5
174,27,5
175,56,3
175,123,5
175,53,3
175,51,5
175,150,1
175,137,5
176,123,4
176,143,1
176,47,3
176,126,4
176,122,4
176,58,4
177,123,3
177,143,4
177,83,4
177,102,4
177,51,5
177,111,5
178,169,5
178,143,5
178,83,5
178,42,4
178,47,5
178,89,5
179,123,4
179,143,4
179,47,3
179,149,5
179,15,4
179,141,5
180,123,3
180,143,4
180,94,2
180,144,4
180,51,5
180,164,4
181,123,5
181,143,5
181,102,5
181,119,5
181,122,5
181,58,5
182,77,4
182,143,3
182,47,3
182,94,3
182,116,5
182,96,2
183,87,3
183,123,3
183,169,3
183,143,2
183,177,3
183,156,5
184,123,1
184,143,2
184,94,1
184,120,3
184,140,3
184,84,3
185,87,1
185,56,2
185,53,4
185,102,4
185,149,4
185,38,5
186,87,2
186,83,1
186,23,2
186,47,1
186,102,5
186,99,5
187,87,5
187,83,4
187,47,2
187,88,4
187,120,1
187,140,5
188,143,4
188,83,3
188,102,3
188,119,3
188,10,4
188,145,5
189,123,1
189,47,1
189,94,4
189,122,5
189,171,1
189,58,5
190,87,5
190,123,5
190,119,5
190,90,5
190,51,5
190,100,4
191,123,4
191,83,4
191,53,4
191,127,5
191,71,4
191,85,5
192,87,5
192,47,5
192,119,5
192,11,5
192,149,5
192,15,5
193,23,4
193,53,1
193,33,5
193,29,5
194,143,1
194,47,1
194,122,2
194,137,1
194,134,1
195,123,3
195,83,3
195,47,4
195,10,2
195,58,4
195,118,4
196,123,4
196,53,4
196,166,2
196,94,1
196,137,2
196,75,2
197,87,4
197,123,4
197,83,4
197,51,5
197,150,4
197,100,4
198,56,5
198,42,4
198,47,5
198,53,5
198,102,5
198,147,5
199,87,2
199,83,2
199,53,2
199,127,2
199,84,1
199,138,1
200,87,3
200,83,4
200,47,3
200,55,3
200,163,5
200,13,5
201,123,5
201,23,5
201,53,5
201,94,5
201,90,5
201,61,5
202,87,3
202,47,2
202,53,1
202,51,5
202,150,3
202,100,4
203,87,4
203,123,3
203,119,4
203,96,4
203,109,4
203,107,5
204,87,5
204,169,5
204,53,5
204,119,5
204,177,5
204,156,5
205,56,4
205,23,5
205,47,3
205,53,2
205,89,3
205,97,5
206,87,5
206,123,4
206,23,5
206,102,5
206,119,3
206,62,5
207,123,5
207,169,5
207,143,5
207,119,5
207,52,5
207,171,5
208,123,5
208,47,5
208,94,4
208,51,5
208,150,5
208,100,4
209,143,2
209,83,3
209,119,1
209,52,4
209,156,5
209,20,2
210,56,2
210,83,2
210,119,2
210,52,3
210,117,2
210,116,4
211,123,4
211,143,3
211,119,4
211,88,5
211,153,1
211,171,5
212,123,5
212,169,5
212,83,5
212,119,5
212,40,5
212,156,5
213,87,5
213,53,2
213,119,3
213,139,1
213,132,5
213,125,5
214,169,4
214,143,2
214,83,3
214,94,2
214,177,5
214,67,2
215,87,4
215,123,4
215,119,4
215,120,4
215,65,5
215,127,5
216,123,5
216,169,4
216,143,1
216,23,5
216,62,5
216,94,1
217,123,3
217,169,3
217,143,3
217,42,2
217,47,3
217,177,2
218,143,1
218,53,1
218,119,1
218,150,1
218,137,4
219,87,4
219,123,4
219,169,5
219,115,5
219,77,4
219,47,5
220,123,1
220,47,1
220,94,4
220,149,5
220,171,5
220,57,1
221,87,3
221,56,1
221,83,2
221,23,3
221,127,2
221,89,4
222,143,1
222,83,1
222,65,3
222,127,1
223,56,5
223,83,5
223,53,5
223,131,4
223,19,4
223,75,5
224,123,2
224,83,1
224,47,2
224,137,4
224,109,3
225,143,2
225,83,1
225,47,2
225,102,4
225,122,4
225,10,4
226,123,4
226,143,4
226,119,4
226,11,4
226,58,4
226,21,5
227,87,1
227,56,1
227,143,1
227,99,5
227,131,1
227,76,2
228,169,2
228,143,1
228,83,5
228,94,2
228,66,2
228,40,1
229,123,1
229,169,3
229,83,1
229,119,1
229,171,4
229,156,5
230,87,3
230,143,2
230,47,3
230,171,4
230,144,3
230,161,4
231,87,2
231,123,3
231,169,5
231,143,2
231,166,3
231,89,3
232,87,4
232,169,2
232,143,4
232,119,4
232,177,5
232,156,5
233,56,2
233,169,2
233,83,1
233,47,1
233,171,4
233,156,5
234,123,3
234,143,3
234,53,2
234,16,5
234,33,4
234,20,1
235,56,1
235,47,2
235,53,2
235,11,5
235,145,5
235,21,5
236,123,2
236,83,1
236,102,2
236,119,1
236,62,2
236,89,1
237,123,2
237,169,2
237,42,2
237,47,1
237,119,1
237,176,2
238,56,5
238,169,5
238,47,4
238,53,4
238,166,5
238,136,3
239,123,5
239,47,5
239,119,5
239,11,5
239,90,4
239,10,5
240,123,5
240,143,5
240,119,5
240,127,5
240,85,5
240,50,5
241,87,4
241,123,4
241,42,4
241,47,4
241,2,1
242,87,4
242,123,5
242,102,4
242,119,4
242,10,5
242,58,5
243,123,3
243,83,3
243,53,2
243,65,5
243,127,4
243,130,5
244,123,2
244,47,2
244,94,3
244,149,4
244,171,5
244,145,5
245,123,1
245,23,5
245,103,5
245,42,4
245,119,1
246,123,3
246,47,3
246,94,4
246,51,1
246,100,1
246,22,4
247,169,5
247,77,5
247,83,5
247,47,5
247,53,5
247,172,4
248,123,3
248,83,4
248,47,4
248,84,5
248,55,4
248,13,4
249,56,3
249,169,5
249,47,5
249,53,5
249,177,5
249,156,5
250,143,4
250,23,5
250,47,4
250,53,4
250,102,4
250,62,5
251,87,5
251,143,3
251,47,4
251,99,5
251,159,2
251,76,3
252,56,2
252,53,2
252,119,3
252,99,4
252,57,2
252,170,2
253,169,5
253,143,1
253,47,2
253,53,3
253,177,5
253,156,5
254,87,3
254,123,2
254,102,2
254,119,2
254,173,1
254,80,3
255,123,4
255,53,4
255,119,4
255,122,4
255,20,3
256,87,4
256,56,3
256,123,3
256,102,2
256,137,2
256,80,4
257,56,1
257,123,5
257,83,4
257,51,5
257,137,4
258,123,3
258,83,4
258,23,5
258,42,3
258,119,5
258,89,3
259,83,2
259,119,1
259,20,5
259,116,5
260,87,4
260,83,5
260,119,5
260,51,5
260,150,1
260,137,5
261,87,4
261,83,4
261,119,4
261,127,5
261,71,4
261,85,4
262,123,4
262,143,4
262,119,4
262,11,5
262,122,4
262,71,4
263,87,3
263,123,3
263,83,2
263,42,3
263,122,4
263,137,4
264,143,4
264,23,5
264,47,4
264,53,3
264,102,4
264,62,2
265,87,5
265,143,4
265,119,5
265,51,5
265,150,4
265,100,4
266,87,5
266,123,5
266,143,5
266,102,5
266,58,5
266,145,5
267,56,5
267,123,5
267,47,5
267,40,5
267,177,5
267,20,5
268,87,4
268,123,3
268,83,2
268,42,4
268,88,5
268,149,5
269,87,1
269,143,1
269,83,1
269,132,1
269,127,1
269,130,1
270,123,2
270,83,3
270,119,2
270,41,3
270,16,5
270,57,3
271,56,3
271,169,5
271,119,5
272,56,5
272,83,5
272,53,5
272,88,4
272,120,4
272,140,5
273,56,5
273,143,1
273,53,5
273,122,4
273,120,1
273,140,4
274,123,3
274,143,3
274,83,3
274,51,5
274,150,5
274,137,4
275,87,5
275,123,5
275,102,4
275,119,5
275,95,5
275,177,5
276,87,3
276,123,3
276,53,3
276,88,5
276,11,2
276,10,2
277,56,4
277,83,3
277,47,4
277,65,5
277,127,5
277,39,5
278,123,3
278,143,2
278,94,2
278,122,4
278,16,5
278,33,5
279,123,3
279,143,3
279,119,3
279,149,4
279,15,4
279,141,2
280,87,5
280,83,5
280,119,5
280,99,5
280,131,1
280,170,5
281,87,4
281,83,3
281,53,4
281,163,3
281,13,4
282,56,5
282,42,5
282,53,5
282,119,5
282,145,5
282,2,5
283,143,3
283,42,5
283,47,3
283,119,2
283,11,5
283,2,5
284,87,5
284,83,5
284,119,5
284,144,5
284,51,1
284,164,3
285,143,5
285,83,5
285,53,5
285,16,5
285,52,4
285,20,5
286,123,2
286,143,2
286,47,2
286,122,4
286,16,5
286,33,2
287,87,3
287,42,3
287,47,4
287,53,2
287,27,4
287,20,3
288,56,2
288,83,3
288,53,3
288,90,3
288,51,5
288,35,5
289,23,4
289,53,2
289,119,3
289,132,4
289,127,5
290,87,4
290,47,4
290,53,4
290,51,5
290,100,3
290,111,5
291,56,4
291,53,4
291,119,4
291,84,5
291,55,5
291,13,4
292,143,4
292,83,5
292,119,3
292,84,5
292,55,5
292,13,5
293,87,3
293,56,3
293,143,4
293,90,4
293,51,5
293,100,3
294,83,4
294,119,3
294,55,4
294,163,5
294,13,4
295,87,3
295,56,3
295,53,2
295,15,2
295,34,3
295,141,3
296,87,4
296,119,3
296,94,4
296,122,4
296,16,4
296,33,5
297,143,3
297,47,3
297,53,2
297,51,5
297,150,3
297,111,2
298,87,5
298,123,5
298,143,5
298,41,3
298,10,5
299,123,3
299,143,1
299,47,2
299,149,5
299,171,5
299,57,3
300,87,3
300,47,3
300,53,2
300,16,2
300,52,2
300,54,4
301,87,2
301,123,1
301,53,1
301,104,1
301,108,1
301,54,5
302,87,4
302,56,2
302,23,2
302,119,4
302,90,5
302,61,5
303,87,5
303,169,5
303,23,5
303,47,5
303,53,5
303,62,5
304,87,5
304,83,5
304,53,5
304,149,5
304,155,5
304,43,4
305,123,3
305,83,3
305,47,3
305,52,4
305,171,5
305,117,5
306,143,5
306,83,5
306,102,5
306,119,5
306,10,5
307,143,1
307,42,1
307,47,5
307,102,5
307,66,5
308,143,2
308,83,4
308,119,3
308,33,5
308,51,5
308,150,5
309,87,4
309,56,4
309,53,4
309,177,3
309,27,5
309,20,4
310,87,3
310,83,2
310,42,5
310,119,2
310,149,5
310,57,5
311,123,5
311,143,5
311,47,5
311,11,5
311,122,5
311,58,5
312,47,4
312,119,3
312,94,2
312,52,5
312,144,4
312,116,1
313,87,4
313,56,3
313,143,4
313,42,4
313,10,3
313,12,2
314,123,4
314,47,4
314,94,4
314,51,5
314,150,3
314,100,4
315,123,5
315,53,5
315,119,5
315,131,3
315,19,4
315,75,5
316,87,4
316,143,1
316,53,2
316,88,5
317,87,1
317,53,1
317,119,1
317,149,2
317,26,5
318,143,4
318,83,4
318,47,4
318,65,5
318,127,5
318,39,5
319,87,4
319,56,4
319,143,2
319,102,2
319,149,5
319,171,2
320,123,5
320,83,5
320,47,5
320,149,5
320,120,5
320,84,5
321,87,3
321,56,5
321,47,4
321,99,5
321,81,5
321,120,3
322,87,5
322,123,5
322,119,5
322,171,5
322,10,5
322,58,4
323,56,2
323,143,2
323,23,5
323,47,5
323,102,5
323,62,5
324,123,3
324,143,4
324,83,4
324,122,3
324,120,5
324,140,4
325,87,3
325,143,4
325,119,4
325,127,5
325,84,5
325,138,4
326,56,3
326,83,3
326,47,4
326,88,5
326,57,3
326,30,2
327,143,5
327,83,5
327,47,5
327,58,5
327,36,2
327,135,5
328,87,5
328,143,5
328,47,5
328,149,5
328,171,5
328,145,5
329,169,5
329,77,4
329,143,1
329,47,1
329,53,1
330,87,3
330,53,4
330,119,2
330,52,3
330,144,2
330,116,4
331,56,2
331,123,3
331,94,2
331,99,5
331,131,3
331,170,4
332,87,4
332,83,4
332,53,3
332,171,5
332,58,5
332,48,5
333,87,5
333,143,5
333,119,5
333,65,5
333,130,5
333,112,5
334,87,3
334,56,2
334,123,2
334,102,2
334,58,3
334,37,2
335,56,4
335,123,4
335,53,4
335,149,5
335,126,5
335,38,5
336,143,5
336,47,5
336,53,5
336,127,5
336,55,5
336,13,5
337,87,5
337,56,5
337,143,4
337,84,5
338,123,2
338,169,2
338,83,1
338,47,1
338,156,2
338,137,4
339,143,4
339,83,4
339,23,5
339,103,4
339,47,3
339,62,5
340,169,5
340,143,5
340,83,5
340,132,4
340,94,5
340,177,2
341,87,4
341,123,3
341,143,3
341,23,4
341,102,5
341,91,4
342,123,3
342,77,4
342,143,4
342,119,5
342,100,2
343,87,5
343,56,3
343,83,5
343,122,5
343,16,5
343,57,5
344,143,2
344,83,3
344,119,1
344,120,3
344,140,2
344,84,5
345,87,3
345,56,1
345,169,4
345,143,2
345,23,5
345,62,1
346,56,2
346,102,4
346,88,5
347,123,5
347,143,2
347,42,4
347,47,5
347,88,5
347,21,5
348,87,1
348,56,2
348,122,2
348,51,1
348,100,2
349,87,3
349,123,3
349,47,4
349,51,5
349,150,1
349,100,1
350,123,3
350,47,4
350,119,3
350,177,4
350,171,2
350,27,4
351,87,4
351,53,3
351,119,4
351,171,4
351,58,4
351,145,4
352,123,3
352,143,3
352,94,3
352,122,4
352,171,3
352,58,4
353,87,3
353,123,3
353,143,4
353,65,5
353,127,5
353,130,5
354,123,3
354,143,3
354,42,4
354,119,4
354,2,5
354,12,2
355,143,2
355,83,2
355,53,2
355,120,1
355,74,5
355,49,2
356,87,5
356,83,4
356,102,5
356,119,5
356,122,5
356,16,1
357,87,3
357,83,1
357,42,3
357,47,4
357,38,5
357,69,5
358,123,2
358,47,1
358,119,2
358,88,5
358,11,2
358,30,1
359,87,5
359,56,5
359,123,5
359,51,5
359,150,4
359,137,4
360,143,4
360,83,5
360,119,3
360,51,5
360,150,3
360,100,4
361,56,3
361,123,5
361,169,5
361,42,4
361,119,3
361,137,5
362,56,5
362,123,5
362,53,5
362,126,5
362,122,5
362,58,5
363,87,3
363,56,2
363,42,5
363,53,5
363,2,5
363,69,5
364,143,2
364,83,2
364,47,2
364,140,2
364,84,5
364,49,4
365,87,4
365,123,4
365,119,1
365,11,2
365,158,4
366,87,5
366,77,5
366,53,4
366,119,5
366,41,4
366,16,5
367,123,5
367,143,5
367,83,5
367,132,5
367,105,5
367,173,5
368,56,5
368,47,5
368,53,5
368,132,5
368,177,3
368,133,1
369,83,4
369,47,4
369,53,3
369,122,3
369,120,4
369,140,4
370,143,2
370,83,1
370,119,1
370,149,3
370,126,5
370,38,2
371,87,5
371,83,4
371,47,5
371,51,5
371,100,2
371,111,5
372,87,3
372,56,2
372,23,2
372,53,2
372,137,4
372,127,2
373,56,1
373,53,1
373,119,1
373,149,2
373,26,2
373,86,5
374,56,3
374,83,4
374,53,3
374,149,5
374,104,3
374,155,5
375,87,4
375,56,3
375,53,2
375,88,5
375,153,4
375,148,5
376,87,5
376,47,5
376,119,5
376,122,4
376,51,5
376,100,4
377,56,3
377,47,5
377,53,3
377,144,5
377,51,5
377,164,5
378,87,4
378,123,3
378,119,3
378,122,4
378,140,3
378,84,5
379,87,1
379,143,1
379,47,1
379,88,5
379,120,5
379,140,1
380,123,5
380,169,5
380,47,5
380,166,5
380,94,5
380,137,5
381,123,5
381,143,1
381,47,5
381,51,5
381,150,1
381,137,4
382,143,5
382,23,1
382,47,5
382,53,5
382,33,4
383,87,2
383,56,2
383,123,2
383,77,2
383,23,4
383,62,3
384,87,2
384,143,2
384,42,3
384,47,1
384,88,5
384,21,1
385,143,4
385,83,4
385,47,4
385,149,4
385,15,4
385,141,2
386,123,2
386,169,2
386,143,1
386,47,2
386,40,2
386,177,5
387,87,4
387,23,5
387,53,4
387,119,4
387,144,5
387,89,4
388,56,5
388,53,5
388,119,4
388,149,5
388,155,5
388,32,2
389,87,2
389,123,2
389,143,2
389,23,5
389,90,5
389,61,3
390,87,5
390,83,2
390,51,5
390,100,3
391,115,2
391,143,3
391,83,3
391,23,4
391,47,3
391,4,3
392,87,1
392,56,2
392,169,2
392,83,2
392,66,4
392,177,1
393,123,5
393,143,4
393,47,5
393,40,5
393,51,5
393,100,4
394,123,3
394,143,5
394,53,5
394,62,5
394,142,5
394,85,5
395,143,5
395,47,5
395,119,5
395,65,5
395,127,5
395,130,5
396,169,3
396,143,2
396,47,3
396,53,2
396,40,5
396,177,3
397,56,2
397,42,5
397,53,2
397,102,5
397,119,2
397,88,5
398,56,3
398,169,4
398,143,3
398,83,2
398,23,4
398,62,5
399,56,3
399,123,4
399,83,3
399,41,3
399,16,5
399,20,4
400,87,3
400,56,3
400,47,3
400,51,5
400,150,5
400,100,3
401,87,5
401,123,5
401,143,5
401,149,5
401,15,5
401,141,5
402,143,2
402,53,2
402,102,5
402,119,5
402,95,5
403,123,4
